x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1169,1858,2505,2875,3313,3707,4021,4164,4512,4708
1125,1843,2459,2878,3321,3711,3993,4209,4510,4704
1115,1837,2459,2871,3234,3723,3988,4213,4502,4653
1139,1850,2378,2883,3276,3678,3949,4269,4480,4643
1120,1849,2435,2869,3235,3705,3969,4236,4563,4680
1094,1822,2452,2923,3345,3693,3966,4245,4621,4737
1118,1797,2436,2925,3308,3701,3960,4289,4593,4753
1098,1783,2458,2878,3290,3702,3977,4294,4559,4871
1118,1805,2447,2903,3356,3707,3934,4237,4579,4805
1115,1833,2499,2963,3293,3684,3966,4252,4616,4822
1108,1814,2469,2974,3322,3738,3981,4283,4594,4782
1124,1830,2465,2951,3314,3643,3999,4269,4552,4729
1106,1818,2467,2971,3336,3769,3995,4228,4542,4741
1101,1806,2393,2930,3256,3684,4029,4328,4538,4756
1136,1818,2410,2941,3309,3694,4025,4313,4506,4863
1090,1819,2427,2981,3340,3655,3970,4293,4602,4831
1100,1803,2477,2912,3355,3622,4070,4333,4558,4872
1124,1858,2484,2914,3361,3655,4027,4320,4586,4914
1157,1856,2461,2906,3377,3704,4063,4287,4553,4825
1200,1881,2489,2853,3386,3705,3986,4252,4511,4804
1173,1883,2481,2841,3354,3708,3924,4292,4463,4727
1179,1885,2512,2835,3421,3724,3967,4302,4485,4744
1195,1854,2482,2798,3437,3745,3947,4259,4483,4729
1149,1850,2418,2814,3387,3726,3980,4268,4488,4731
1129,1835,2449,2829,3439,3680,3904,4226,4471,4741
1153,1859,2472,2882,3463,3709,3926,4300,4521,4728
1154,1854,2398,2943,3432,3774,3942,4245,4486,4738
1167,1859,2386,2957,3407,3742,3940,4288,4489,4732
1122,1849,2365,2920,3393,3729,3963,4321,4470,4842
1128,1847,2351,2906,3377,3786,3988,4369,4512,4794
1162,1829,2400,2924,3374,3710,3979,4381,4553,4833
1135,1821,2428,2968,3368,3705,3941,4276,4455,4805
1135,1834,2392,2895,3438,3663,3947,4290,4525,4779
1175,1813,2357,2896,3390,3731,3911,4262,4541,4863
1200,1766,2377,2854,3391,3736,3980,4313,4481,4852
1188,1773,2392,2842,3404,3697,3948,4230,4491,4888
1175,1764,2402,2878,3380,3669,3937,4254,4502,4808
1162,1837,2420,2923,3365,3635,3940,4243,4493,4804
1122,1808,2428,2918,3319,3691,3991,4225,4540,4777
1177,1789,2420,2891,3312,3730,3987,4259,4560,4709
1169,1799,2402,2901,3296,3828,4039,4277,4576,4710
1173,1809,2416,2930,3264,3810,3990,4295,4609,4707
1132,1804,2430,2942,3215,3794,3920,4332,4621,4718
1134,1826,2463,2917,3286,3841,3973,4316,4649,4776
1119,1843,2489,2944,3226,3819,4011,4341,4614,4706
1127,1845,2437,2928,3285,3802,4008,4325,4621,4730
1104,1894,2499,2891,3268,3770,3952,4312,4566,4706
1104,1848,2532,2868,3227,3778,3957,4293,4566,4747
1167,1866,2473,2803,3249,3703,3924,4313,4573,4791
1171,1847,2438,2806,3253,3706,4000,4263,4530,4856
1155,1836,2432,2832,3222,3681,4016,4273,4553,4868
1159,1815,2457,2833,3223,3684,4018,4324,4566,4825
1162,1825,2504,2859,3260,3651,4012,4226,4606,4789
1134,1851,2478,2894,3323,3698,4067,4220,4615,4784
1144,1861,2504,2900,3282,3739,4026,4218,4655,4740
1123,1849,2498,2918,3345,3769,3992,4247,4641,4727
1132,1827,2446,2863,3323,3801,3988,4261,4628,4764
1156,1788,2406,2812,3348,3724,3992,4255,4586,4797
1122,1841,2408,2829,3278,3740,4018,4253,4539,4810
1133,1814,2455,2830,3317,3773,3986,4239,4500,4744
1114,1826,2432,2852,3354,3748,3985,4263,4535,4787
1140,1858,2412,2844,3290,3689,3996,4215,4531,4754
1110,1869,2413,2802,3279,3721,3965,4247,4541,4801
1125,1834,2385,2777,3322,3711,3969,4233,4643,4776
1135,1816,2462,2791,3253,3661,3988,4281,4560,4807
1149,1810,2455,2820,3251,3664,3994,4220,4520,4759
1168,1794,2437,2790,3328,3661,3912,4188,4560,4777
1132,1806,2453,2761,3310,3682,3884,4187,4520,4739
1129,1806,2401,2802,3331,3678,3916,4229,4555,4768
1090,1821,2416,2862,3279,3673,3951,4223,4572,4708
1125,1917,2378,2851,3273,3612,3978,4183,4610,4707
1129,1886,2423,2832,3292,3604,3994,4175,4574,4758
1183,1833,2384,2893,3260,3641,3964,4228,4530,4739
1177,1783,2397,2854,3242,3677,3911,4273,4552,4805
1169,1811,2408,2847,3287,3649,3920,4340,4572,4765
1155,1816,2381,2826,3326,3658,3885,4349,4592,4754
1169,1789,2425,2808,3319,3648,3861,4309,4525,4726
1169,1799,2462,2893,3287,3639,3927,4302,4516,4750
1178,1873,2406,2801,3285,3694,3993,4284,4527,4754
1160,1830,2439,2764,3248,3701,3979,4298,4546,4790
1169,1855,2465,2750,3258,3635,3953,4276,4496,4739
1160,1864,2424,2789,3311,3635,4013,4238,4600,4757
1176,1828,2431,2844,3277,3684,4038,4230,4574,4799
1217,1844,2450,2816,3277,3683,4066,4262,4494,4815
1176,1860,2411,2800,3268,3616,4087,4246,4529,4824
1169,1840,2364,2817,3329,3615,4136,4233,4532,4838
1150,1826,2422,2801,3295,3545,4039,4232,4568,4864
1164,1814,2397,2793,3297,3629,3987,4211,4539,4900
1168,1829,2424,2794,3249,3676,4056,4211,4517,4869
1161,1844,2408,2790,3186,3598,4057,4254,4549,4868
1131,1850,2431,2784,3204,3618,4038,4244,4538,4831
1133,1839,2384,2800,3249,3650,4036,4245,4459,4886
1137,1828,2336,2818,3281,3574,4086,4257,4449,4936
1157,1808,2320,2874,3258,3598,4032,4174,4516,4938
1124,1805,2342,2833,3279,3679,4058,4247,4505,4848
1135,1878,2341,2842,3317,3660,4013,4246,4516,4837
1138,1850,2345,2904,3272,3668,3955,4226,4484,4843
1115,1861,2380,2929,3320,3651,3987,4271,4568,4871
1115,1832,2444,2833,3331,3593,4026,4226,4566,4871
1135,1827,2498,2817,3339,3654,3987,4268,4597,4803
1137,1803,2417,2835,3283,3635,4078,4304,4623,4841
1164,1868,2407,2814,3284,3640,3988,4293,4598,4815
1169,1850,2415,2755,3336,3646,3970,4297,4525,4861
1165,1862,2375,2789,3271,3665,4011,4233,4567,4833
1123,1822,2351,2859,3258,3680,4021,4309,4662,4815
1109,1870,2381,2802,3236,3635,4004,4235,4570,4752
1121,1829,2393,2767,3274,3680,3988,4241,4517,4723
1120,1868,2409,2836,3207,3711,3893,4337,4533,4703
1135,1873,2387,2809,3185,3708,3959,4269,4508,4722
1168,1860,2381,2851,3218,3677,3958,4305,4538,4730
1122,1855,2370,2803,3294,3658,3895,4193,4506,4840
1159,1909,2392,2783,3268,3630,3888,4208,4573,4794
1171,1877,2366,2796,3246,3635,3910,4249,4498,4771
1175,1865,2312,2796,3253,3582,4001,4309,4475,4746
1198,1805,2391,2771,3246,3566,3997,4256,4506,4830
1154,1840,2366,2808,3334,3587,3981,4293,4512,4819
1153,1806,2413,2858,3296,3599,3940,4249,4541,4769
1197,1783,2418,2861,3327,3601,3993,4291,4554,4766
1206,1836,2393,2794,3326,3574,3958,4299,4531,4845
1153,1817,2412,2828,3310,3600,3920,4236,4533,4835
1172,1833,2415,2833,3316,3642,3900,4312,4463,4817
1184,1853,2389,2818,3307,3671,3894,4281,4413,4757
1171,1837,2372,2803,3338,3569,3886,4304,4485,4877
1165,1835,2380,2817,3262,3603,3876,4274,4527,4764
1152,1834,2358,2835,3268,3644,3834,4298,4539,4804
1136,1791,2387,2838,3277,3643,3834,4279,4552,4840
1141,1823,2358,2796,3296,3592,3871,4290,4557,4862
1169,1811,2370,2848,3253,3538,3878,4277,4522,4741
1166,1824,2324,2861,3293,3537,3864,4266,4476,4820
1164,1879,2391,2865,3295,3578,3861,4255,4464,4806
1116,1868,2355,2833,3316,3587,3790,4227,4479,4807
1158,1896,2356,2863,3226,3594,3763,4252,4487,4784
1139,1875,2341,2845,3217,3605,3797,4238,4530,4803
1132,1915,2375,2852,3201,3630,3830,4303,4526,4832
1139,1881,2351,2835,3206,3565,3859,4314,4537,4826
1164,1869,2345,2804,3167,3618,3930,4296,4495,4781
1138,1917,2364,2805,3154,3705,4013,4264,4532,4736
1145,1892,2447,2796,3156,3648,3973,4294,4544,4711
1122,1952,2393,2800,3156,3656,3940,4273,4564,4753
1103,1913,2371,2792,3236,3600,3925,4269,4548,4841
1114,1910,2368,2765,3181,3603,3925,4308,4528,4822
1129,1869,2332,2772,3194,3600,3905,4365,4610,4820
1087,1871,2386,2785,3163,3607,3892,4269,4598,4778
1105,1850,2378,2840,3125,3630,3840,4255,4594,4886
1077,1821,2436,2839,3188,3718,3851,4290,4607,4863
1055,1838,2435,2849,3161,3681,3876,4320,4582,4786
1078,1811,2432,2802,3231,3597,3907,4318,4574,4801
1093,1846,2421,2818,3197,3667,3882,4320,4597,4851
1089,1856,2426,2805,3305,3662,3928,4376,4604,4819
1068,1809,2399,2848,3321,3617,3980,4343,4605,4853
1075,1788,2444,2830,3265,3640,3959,4394,4644,4922
1095,1861,2385,2846,3245,3678,3972,4404,4602,4966
1067,1832,2393,2830,3231,3677,3946,4318,4638,4956
1074,1805,2368,2843,3271,3658,3982,4278,4646,4861
1089,1825,2385,2861,3244,3669,4028,4304,4608,4801
1079,1803,2347,2862,3319,3640,4052,4361,4647,4785
1069,1831,2305,2872,3260,3658,3997,4291,4643,4856
1057,1829,2289,2821,3248,3669,4067,4299,4612,4787
1061,1860,2316,2797,3311,3616,3992,4287,4598,4848
1080,1843,2373,2817,3299,3601,3970,4296,4575,4807
1073,1847,2382,2835,3270,3663,3963,4345,4606,4772
1087,1851,2365,2782,3255,3682,3980,4397,4601,4774
1071,1848,2307,2804,3239,3638,4042,4439,4557,4771
1073,1828,2351,2866,3261,3651,4025,4395,4516,4805
1085,1832,2335,2841,3316,3641,3976,4422,4586,4810
1093,1820,2336,2848,3371,3673,3963,4397,4540,4838
1141,1812,2381,2905,3319,3632,3969,4365,4618,4835
1126,1828,2393,2869,3291,3651,3966,4428,4617,4817
1129,1848,2409,2818,3303,3642,4002,4382,4674,4756
1122,1856,2436,2828,3312,3649,4034,4372,4589,4758
1101,1847,2418,2830,3355,3671,4071,4336,4604,4792
1119,1858,2460,2842,3334,3676,4109,4305,4618,4801
1120,1849,2445,2885,3305,3649,4124,4281,4686,4850
1113,1885,2481,2922,3304,3703,4068,4271,4676,4828
1143,1879,2462,2896,3228,3751,4073,4294,4595,4809
1117,1880,2483,2857,3263,3772,4060,4281,4558,4853
1157,1901,2458,2821,3277,3742,3988,4220,4599,4798
1175,1883,2426,2848,3325,3724,3940,4226,4599,4842
1131,1858,2404,2820,3289,3700,3902,4309,4609,4907
1114,1847,2445,2851,3261,3699,3881,4259,4654,4882
1075,1806,2369,2776,3354,3708,3972,4332,4589,4815
1086,1825,2417,2883,3382,3701,3953,4281,4603,4895
1102,1798,2422,2824,3403,3656,3975,4243,4561,4828
1128,1864,2386,2842,3410,3627,3980,4203,4624,4787
1109,1837,2418,2815,3384,3691,4012,4261,4604,4821
1140,1800,2381,2803,3387,3672,4068,4272,4562,4877
1147,1801,2441,2824,3370,3640,4077,4291,4576,4801
1121,1834,2412,2798,3402,3693,4019,4322,4504,4788
1128,1824,2411,2769,3358,3697,3983,4302,4488,4773
1097,1834,2437,2796,3421,3689,3977,4327,4532,4876
1112,1853,2454,2792,3362,3662,3986,4387,4610,4927
1101,1848,2453,2804,3403,3645,3973,4317,4557,4887
1127,1898,2463,2808,3382,3577,3963,4347,4631,4764
1122,1889,2441,2778,3334,3651,3934,4362,4610,4825
1163,1890,2470,2754,3306,3615,3963,4323,4603,4812
1153,1928,2474,2807,3303,3601,3973,4391,4612,4823
1137,1922,2437,2835,3273,3650,3952,4370,4576,4809
1139,1919,2400,2825,3334,3665,3989,4352,4538,4843
1144,1868,2435,2790,3363,3678,3962,4362,4574,4769
1163,1924,2455,2821,3285,3744,3896,4341,4613,4808
1208,1907,2437,2789,3325,3707,3999,4345,4683,4803
1201,1907,2430,2786,3351,3708,3945,4347,4678,4799
1188,1905,2437,2782,3310,3648,3981,4328,4644,4782
1174,1828,2420,2756,3359,3670,4021,4351,4627,4767
1188,1865,2427,2762,3352,3629,3924,4369,4577,4801
1120,1880,2440,2839,3366,3569,3902,4315,4571,4821
1148,1887,2441,2876,3364,3561,3930,4300,4596,4887
1149,1864,2420,2890,3356,3526,3929,4253,4521,4842
1151,1840,2425,2833,3343,3547,3877,4242,4511,4835
1150,1840,2469,2805,3301,3585,3909,4189,4560,4931
1165,1806,2440,2783,3292,3602,3961,4234,4528,4947
1172,1851,2430,2770,3356,3605,3961,4252,4567,4952
1167,1832,2400,2738,3369,3622,3977,4321,4478,4893
1141,1792,2444,2758,3344,3656,3993,4361,4501,4850
1159,1798,2443,2751,3323,3626,3993,4345,4613,4861
1157,1803,2409,2716,3335,3594,3892,4374,4583,4810
1142,1752,2426,2782,3339,3612,3888,4393,4603,4803
1168,1793,2421,2780,3337,3619,3826,4388,4615,4777
1153,1826,2418,2798,3280,3658,3898,4366,4607,4852
1160,1837,2419,2758,3287,3596,3947,4339,4613,4770
1136,1817,2439,2801,3323,3593,3926,4356,4544,4781
1152,1815,2459,2863,3287,3522,3900,4375,4599,4754
1208,1863,2457,2812,3294,3626,3887,4352,4575,4772
1155,1818,2407,2830,3289,3634,3833,4323,4584,4886
1169,1817,2423,2851,3309,3578,3828,4291,4577,4881
1179,1831,2414,2842,3362,3579,3826,4358,4621,4888
1167,1831,2368,2843,3396,3586,3878,4302,4625,4804
1160,1833,2405,2843,3386,3615,3841,4336,4626,4845
1144,1811,2428,2842,3395,3635,3853,4346,4615,4906
1150,1835,2370,2819,3399,3624,3931,4349,4637,4888
1147,1861,2355,2838,3370,3539,3954,4265,4592,4884
1140,1795,2310,2802,3336,3580,3897,4298,4582,4940
1132,1813,2336,2840,3334,3558,3882,4327,4598,4880
1108,1806,2362,2880,3277,3593,3956,4313,4623,4848
1125,1825,2373,2893,3299,3610,3937,4306,4567,4831
1128,1840,2346,2844,3353,3602,3994,4395,4595,4813
1130,1773,2417,2839,3382,3602,4007,4432,4591,4819
1166,1813,2429,2818,3397,3600,3982,4317,4652,4795
1135,1798,2374,2899,3403,3641,3990,4308,4609,4784
1163,1767,2384,2869,3361,3651,3960,4255,4589,4793
1181,1782,2355,2818,3332,3664,3897,4314,4543,4819
1174,1819,2326,2824,3378,3635,3951,4377,4585,4792
1133,1828,2309,2826,3423,3608,3908,4312,4601,4844
1156,1839,2254,2807,3412,3621,3916,4262,4581,4797
1158,1808,2276,2784,3393,3631,3906,4230,4585,4772
1175,1845,2267,2842,3374,3678,3985,4270,4594,4858
1135,1849,2264,2885,3369,3665,3985,4300,4634,4797
1151,1796,2262,2877,3378,3732,3967,4338,4615,4887
1199,1767,2264,2871,3309,3625,3974,4344,4632,4864
1203,1789,2300,2908,3291,3673,3953,4357,4595,4792
1170,1800,2267,2900,3294,3661,3931,4329,4573,4810
1182,1807,2247,2862,3343,3678,3988,4250,4537,4778
1182,1818,2301,2849,3321,3688,3960,4221,4514,4816
1156,1840,2254,2865,3381,3595,3973,4258,4542,4844
1163,1840,2269,2848,3399,3636,3919,4323,4501,4848
1159,1889,2265,2844,3388,3637,3918,4305,4557,4874
1166,1914,2261,2894,3294,3621,3874,4292,4572,4796
1170,1874,2327,2818,3272,3666,3970,4292,4596,4756
1178,1843,2297,2848,3278,3658,3996,4258,4546,4738
1166,1863,2304,2797,3282,3651,4026,4280,4625,4773
1143,1838,2268,2899,3339,3643,4044,4318,4643,4771
1152,1844,2246,2865,3320,3648,3983,4292,4629,4812
1123,1860,2289,2863,3279,3616,4042,4355,4588,4816
1117,1875,2281,2838,3319,3705,3994,4365,4567,4821
1125,1869,2321,2816,3366,3708,4002,4327,4564,4780
1131,1856,2280,2754,3326,3724,3943,4331,4563,4796
1162,1865,2289,2760,3257,3679,3883,4294,4659,4791
1185,1858,2300,2830,3293,3703,3935,4309,4648,4797
1177,1888,2288,2815,3241,3652,3918,4332,4609,4778
1179,1875,2334,2866,3291,3620,3909,4277,4592,4810
1156,1875,2314,2892,3264,3667,3966,4348,4543,4796
1164,1842,2295,2845,3225,3645,3884,4286,4587,4789
1167,1823,2292,2824,3250,3599,3893,4348,4648,4788
1175,1775,2303,2779,3206,3613,3967,4352,4623,4838
1170,1856,2338,2853,3208,3651,4088,4318,4630,4858
1177,1850,2373,2858,3181,3619,4045,4309,4605,4799
1210,1845,2370,2789,3230,3609,3936,4274,4551,4889
1195,1845,2364,2809,3293,3670,3981,4329,4592,4821
1185,1877,2345,2790,3241,3649,3961,4383,4592,4791
1185,1843,2336,2826,3293,3693,3985,4391,4536,4823
1170,1813,2324,2822,3281,3675,3994,4350,4544,4826
1135,1846,2315,2783,3238,3623,4021,4333,4572,4838
1164,1819,2260,2827,3195,3668,4036,4453,4610,4836
1185,1822,2279,2839,3235,3665,3957,4461,4660,4859
1177,1851,2322,2852,3291,3606,3981,4478,4627,4873
1157,1819,2341,2848,3263,3544,4032,4396,4601,4846
1159,1810,2366,2853,3232,3679,3998,4392,4553,4812
1177,1772,2375,2794,3279,3663,3961,4375,4562,4760
1166,1748,2402,2807,3279,3636,4035,4394,4614,4793
1181,1714,2384,2862,3252,3616,3969,4369,4581,4820
1176,1751,2331,2841,3325,3576,3897,4260,4637,4838
1174,1777,2359,2883,3251,3648,3957,4265,4631,4811
1171,1792,2356,2930,3299,3606,4010,4295,4637,4849
1147,1792,2375,2975,3323,3609,4041,4320,4609,4850
1155,1774,2372,2991,3285,3580,4037,4319,4628,4844
1147,1784,2379,2884,3198,3572,3980,4379,4665,4819
1202,1796,2381,2915,3247,3651,3953,4398,4569,4805
1162,1798,2373,2936,3212,3574,4006,4329,4615,4830
1138,1810,2352,2927,3169,3614,3983,4332,4637,4797
1136,1813,2335,2910,3218,3677,3991,4276,4687,4756
1118,1820,2351,2883,3210,3640,3961,4225,4590,4742
1118,1852,2334,2866,3213,3727,3978,4324,4526,4774
1162,1815,2367,2857,3242,3659,3968,4299,4524,4805
1148,1797,2334,2841,3231,3673,4014,4308,4522,4879
1148,1786,2282,2876,3213,3663,3941,4338,4566,4868
1172,1788,2313,2896,3204,3651,3955,4332,4589,4812
1154,1750,2299,2844,3237,3681,3990,4399,4625,4780
1133,1751,2301,2876,3212,3707,4024,4338,4585,4771
1128,1771,2393,2839,3250,3661,4016,4407,4573,4756
1159,1796,2349,2810,3249,3623,3921,4357,4559,4756
1156,1791,2355,2796,3303,3666,3921,4483,4565,4692
1148,1822,2330,2804,3317,3660,3960,4414,4651,4768
1148,1818,2283,2806,3287,3674,3912,4410,4613,4738
1167,1791,2282,2841,3290,3654,3922,4327,4573,4844
1156,1775,2312,2879,3299,3727,3962,4301,4502,4758
1163,1777,2282,2824,3299,3719,3940,4371,4541,4790
1121,1751,2314,2850,3286,3712,3949,4391,4551,4840
1151,1783,2278,2926,3278,3742,3965,4300,4594,4776
1109,1733,2269,2871,3309,3720,3963,4323,4618,4803
1090,1773,2324,2860,3308,3732,3949,4282,4640,4754
1113,1764,2324,2831,3289,3696,3973,4301,4607,4758
1108,1805,2317,2851,3267,3683,3956,4274,4597,4712
1107,1807,2307,2829,3300,3612,3940,4299,4645,4788
1134,1810,2318,2792,3330,3631,3954,4226,4538,4785
1133,1805,2305,2840,3265,3630,4006,4227,4600,4887
1127,1764,2297,2843,3299,3626,3949,4273,4616,4865
1159,1758,2336,2868,3311,3588,3912,4352,4584,4848
1129,1797,2329,2880,3308,3659,3985,4319,4628,4840
1169,1819,2333,2872,3301,3589,4021,4281,4646,4832
1159,1826,2346,2930,3288,3541,3991,4259,4647,4838
1144,1815,2297,2927,3289,3523,3986,4275,4571,4865
1137,1825,2303,2913,3258,3577,3986,4357,4601,4878
1133,1849,2339,2948,3272,3571,3932,4358,4634,4879
1137,1840,2346,2956,3298,3614,3938,4279,4608,4874
1146,1832,2327,2933,3250,3543,3950,4250,4589,4820
1165,1802,2364,2913,3232,3559,3934,4266,4555,4817
1178,1800,2355,2904,3213,3632,3997,4289,4598,4861
1183,1775,2331,2958,3214,3603,4061,4294,4588,4860
1204,1790,2316,2989,3248,3676,4053,4324,4603,4853
1219,1788,2299,2991,3324,3632,4053,4285,4653,4873
1188,1740,2305,2978,3361,3611,4104,4234,4642,4866
1185,1796,2299,2971,3284,3607,4059,4355,4675,4881
1177,1767,2276,2957,3265,3590,4094,4309,4575,4905
1196,1775,2330,2929,3249,3603,4097,4278,4560,4885
1195,1782,2296,2913,3260,3550,4102,4263,4518,4831
1166,1821,2321,2962,3243,3553,4111,4293,4579,4749
1182,1803,2394,2943,3294,3573,4094,4283,4595,4771
1169,1789,2383,2893,3290,3594,4005,4303,4545,4839
1139,1809,2379,2862,3275,3640,4022,4297,4565,4805
1165,1788,2406,2871,3324,3678,4004,4257,4565,4842
1134,1778,2352,2883,3319,3734,3990,4269,4514,4800
1148,1765,2345,2851,3274,3758,3981,4192,4508,4802
1136,1782,2350,2868,3333,3655,3962,4206,4631,4806
1144,1765,2328,2934,3370,3641,3977,4254,4623,4794
1162,1785,2384,2827,3348,3635,4085,4304,4580,4839
1169,1773,2375,2775,3325,3607,4099,4324,4617,4825
1175,1785,2399,2796,3344,3649,4040,4286,4637,4795
1188,1798,2382,2877,3330,3662,3983,4287,4572,4834
1189,1827,2387,2880,3329,3686,3976,4233,4519,4798
1195,1819,2340,2905,3329,3690,3988,4245,4520,4802
1193,1793,2302,2818,3341,3691,3945,4274,4570,4847
1176,1807,2315,2853,3369,3701,3933,4280,4587,4840
1218,1797,2341,2840,3299,3717,3965,4262,4551,4754
1217,1771,2377,2873,3303,3658,4005,4235,4529,4785
1183,1794,2368,2865,3249,3640,4026,4224,4465,4788
1194,1821,2372,2813,3237,3668,3982,4267,4514,4803
1218,1862,2364,2826,3210,3681,3967,4282,4554,4785
1180,1847,2372,2911,3203,3673,3956,4245,4638,4772
1172,1800,2321,2873,3224,3627,3927,4313,4507,4795
1155,1832,2403,2900,3297,3646,3939,4289,4448,4801
1149,1829,2399,2918,3290,3576,3990,4354,4522,4820
1154,1816,2373,2897,3250,3568,3972,4350,4481,4769
1132,1821,2371,2872,3275,3539,4033,4317,4473,4836
1154,1815,2380,2857,3280,3560,4069,4285,4479,4760
1148,1844,2319,2874,3322,3605,4003,4261,4507,4810
1123,1805,2372,2900,3323,3633,3952,4329,4498,4777
1138,1809,2324,2910,3355,3638,3976,4356,4446,4771
1123,1808,2327,2903,3333,3673,3995,4278,4470,4796
1148,1809,2334,2899,3344,3632,3947,4156,4569,4731
1107,1774,2346,2866,3334,3694,3881,4202,4551,4661
1169,1810,2358,2939,3333,3718,3872,4225,4564,4729
1165,1793,2326,2899,3329,3717,3969,4256,4518,4759
1145,1807,2302,2850,3314,3671,3916,4288,4490,4791
1128,1774,2272,2858,3258,3682,3917,4339,4480,4803
1171,1784,2304,2853,3299,3699,3947,4358,4533,4819
1145,1755,2279,2843,3382,3701,3931,4379,4543,4832
1129,1780,2334,2805,3353,3717,3998,4310,4549,4808
1142,1746,2284,2805,3347,3710,3962,4288,4575,4823
1139,1739,2293,2837,3278,3694,3991,4331,4548,4816
1158,1783,2295,2867,3306,3706,3938,4288,4631,4827
1141,1768,2257,2863,3317,3679,3905,4297,4591,4828
1177,1790,2268,2913,3271,3696,3973,4348,4653,4776
1156,1835,2269,2831,3361,3712,4015,4333,4600,4776
1141,1853,2290,2803,3414,3690,4056,4320,4586,4779
1144,1844,2339,2834,3316,3665,4064,4373,4636,4847
1158,1826,2306,2794,3242,3645,4024,4391,4583,4806
1168,1888,2275,2801,3244,3673,4043,4334,4611,4787
1139,1875,2340,2818,3205,3639,4071,4281,4631,4750
1116,1884,2354,2833,3201,3642,4051,4275,4671,4770
1159,1889,2318,2816,3190,3677,4049,4212,4652,4849
1150,1857,2358,2807,3218,3658,4094,4257,4637,4821
1124,1860,2373,2837,3214,3605,4046,4221,4633,4866
1123,1843,2373,2799,3231,3650,4005,4242,4638,4857
1138,1846,2326,2877,3278,3658,4079,4287,4618,4819
1138,1831,2319,2872,3253,3692,4089,4290,4598,4796
1120,1826,2348,2885,3229,3553,4093,4247,4645,4849
1099,1782,2396,2890,3214,3667,3998,4262,4560,4846
1122,1772,2386,2854,3156,3611,4012,4259,4638,4811
1125,1819,2333,2822,3185,3599,4001,4277,4582,4765
1150,1823,2370,2844,3271,3620,4017,4291,4549,4825
1149,1871,2394,2882,3299,3630,3986,4328,4584,4777
1174,1832,2376,2901,3267,3644,4025,4320,4585,4810
1187,1819,2364,2912,3283,3662,4048,4362,4570,4742
1158,1824,2327,2905,3300,3673,4063,4402,4573,4693
1140,1822,2324,2930,3319,3628,3993,4404,4515,4743
1141,1811,2326,2914,3244,3653,3992,4332,4473,4776
1160,1838,2368,2811,3229,3662,3950,4292,4455,4782
1145,1841,2335,2821,3257,3692,3949,4394,4488,4745
1135,1850,2326,2815,3231,3644,3910,4446,4489,4755
1168,1888,2356,2841,3204,3639,3937,4440,4480,4687
1162,1891,2392,2821,3201,3632,3951,4422,4546,4698
1178,1922,2340,2880,3234,3631,3998,4438,4540,4649
1134,1913,2371,2923,3278,3683,4013,4470,4514,4668
1163,1873,2345,2880,3232,3701,4006,4473,4546,4698
1187,1886,2372,2878,3201,3672,4004,4396,4657,4719
1214,1940,2406,2898,3239,3663,3990,4448,4602,4712
1201,1908,2389,2928,3237,3680,3887,4357,4672,4720
1185,1878,2442,2981,3256,3655,3922,4317,4645,4705
1182,1872,2464,2913,3272,3631,3904,4286,4575,4717
1194,1815,2488,2928,3235,3689,3940,4301,4628,4676
1204,1809,2443,2913,3242,3664,3972,4283,4662,4745
1214,1787,2444,2921,3294,3629,3993,4309,4615,4783
1211,1846,2460,2849,3307,3674,4028,4265,4598,4776
1178,1833,2447,2803,3321,3622,4009,4263,4555,4764
1197,1868,2483,2784,3304,3560,4025,4289,4556,4721
1201,1878,2447,2863,3294,3550,4021,4271,4594,4719
1204,1869,2446,2869,3308,3560,4032,4266,4599,4702
1157,1888,2438,2963,3339,3566,4008,4261,4616,4809
1172,1846,2429,3013,3319,3582,3968,4324,4654,4787
1221,1860,2448,2963,3266,3576,3926,4270,4725,4867
1224,1842,2432,2919,3252,3571,3909,4328,4673,4889
1230,1823,2421,2931,3320,3646,3879,4335,4719,4891
1184,1834,2442,2871,3321,3604,3895,4384,4683,4864
1160,1885,2433,2843,3335,3602,3933,4383,4611,4910
1133,1831,2454,2814,3307,3618,3918,4358,4648,4958
1146,1865,2429,2807,3321,3647,3962,4386,4660,4918
1140,1921,2411,2763,3308,3644,3960,4383,4684,4833
1114,1873,2453,2793,3348,3692,3971,4369,4656,4850
1137,1847,2470,2829,3298,3606,3951,4358,4681,4870
1122,1832,2490,2820,3256,3670,3965,4388,4606,4883
1087,1875,2454,2861,3258,3696,4018,4342,4684,4886
1089,1892,2472,2895,3218,3716,4023,4357,4700,4836
1080,1883,2475,2854,3196,3685,4005,4320,4730,4819
1099,1878,2504,2866,3255,3748,4003,4331,4775,4862
1092,1862,2469,2840,3196,3732,4048,4383,4710,4784
1085,1852,2489,2833,3199,3722,4057,4357,4630,4848
1089,1829,2431,2841,3232,3739,3989,4362,4596,4826
1110,1831,2445,2912,3242,3674,3987,4316,4643,4818
1102,1810,2440,2906,3293,3737,3999,4317,4656,4846
1120,1831,2464,2850,3311,3760,4013,4331,4671,4829
1135,1831,2401,2827,3347,3772,4076,4344,4645,4821
1144,1819,2409,2818,3288,3689,4092,4310,4622,4779
1141,1784,2428,2879,3281,3659,4062,4286,4633,4897
1126,1804,2425,2864,3259,3641,4078,4271,4577,4927
1138,1790,2370,2916,3334,3677,4048,4287,4564,4930
